scaffold1391	351475	351534	2	scaffold1391	351475	351534	-1.73782576867204
scaffold1391	353587	353646	2	scaffold1391	353587	353646	-1.65489819069739
scaffold1391	368879	368934	1	scaffold1391	368879	368934	-1.66277017898724
scaffold1391	369405	369456	1	scaffold1391	369405	369456	-1.55433455093611
scaffold1391	368879	368934	2	scaffold1391	368879	368934	-1.32365249465945
scaffold1391	369234	369284	2	scaffold1391	369234	369284	-1.96032546780383
scaffold1391	369234	369284	3	scaffold1391	369234	369284	1.65051071889116
scaffold1391	385385	385440	2	scaffold1391	385385	385440	1.40530182528506
scaffold1391	379548	379603	3	scaffold1391	379548	379603	-2.0293261466194
scaffold1583	646849	646907	1	scaffold1583	646849	646907	1.21517867908626
scaffold1583	649003	649062	3	scaffold1583	649003	649062	1.34211867434306
scaffold1643	197128	197184	2	scaffold1643	197128	197184	-1.76943216814009
scaffold1643	199638	199697	2	scaffold1643	199638	199697	-1.21913031481213
scaffold1009	681753	681804	1	scaffold1009	681753	681804	-1.15577827736032
scaffold1009	686716	686766	2	scaffold1009	686716	686766	-1.35231872883914
scaffold1009	686831	686891	3	scaffold1009	686831	686891	-1.14141648576146
scaffold1009	690447	690506	2	scaffold1009	690447	690506	1.26310148490941
scaffold1009	696011	696070	3	scaffold1009	696011	696070	1.7851595806916
scaffold1009	700702	700758	3	scaffold1009	700702	700758	-1.97714314486376
scaffold1009	710194	710251	1	scaffold1009	710194	710251	1.13112592103235
scaffold1009	716958	717015	1	scaffold1009	716958	717015	1.15513519748455
scaffold1009	717098	717159	1	scaffold1009	717098	717159	1.29282238271726
scaffold1009	716828	716890	2	scaffold1009	716828	716890	1.57020139752381
scaffold1009	717343	717400	2	scaffold1009	717343	717400	1.37093119848327
scaffold198	1043776	1043832	1	scaffold198	1043776	1043832	-1.24197584578184
scaffold198	1048537	1048592	3	scaffold198	1048537	1048592	1.55222694573076
scaffold198	1096362	1096412	2	scaffold198	1096362	1096412	-1.26803190419544
scaffold198	1098231	1098281	1	scaffold198	1098231	1098281	-1.19068635990048
scaffold211	963303	963362	2	scaffold211	963303	963362	-1.2262072008612
scaffold211	971923	971980	1	scaffold211	971923	971980	-1.38326975213491
scaffold211	969235	969292	2	scaffold211	969235	969292	1.26957574521485
scaffold211	970691	970741	2	scaffold211	970691	970741	-1.21828074755869
scaffold351	643842	643897	3	scaffold351	643842	643897	-1.49815228704483
scaffold351	646777	646831	3	scaffold351	646777	646831	-1.14687113224562
scaffold351	647899	647955	3	scaffold351	647899	647955	-1.32590342086181
scaffold102	1298432	1298488	1	scaffold102	1298432	1298488	1.18858472068987
scaffold102	1307675	1307733	2	scaffold102	1307675	1307733	-1.52304204872985
scaffold102	1305163	1305213	3	scaffold102	1305163	1305213	-1.39026387601754
scaffold102	1310676	1310732	2	scaffold102	1310676	1310732	-1.30714589401732
scaffold383	105047	105109	1	scaffold383	105047	105109	-1.21991392496514
scaffold383	106655	106716	1	scaffold383	106655	106716	1.18947459077702
scaffold383	107276	107332	1	scaffold383	107276	107332	1.23501336692828
scaffold383	114048	114101	2	scaffold383	114048	114101	-1.20743201675795
scaffold383	104197	104257	3	scaffold383	104197	104257	1.35692954200681
scaffold383	105047	105109	3	scaffold383	105047	105109	1.45304399678411
scaffold383	106285	106346	3	scaffold383	106285	106346	-1.59609504830366
scaffold383	106415	106473	3	scaffold383	106415	106473	-1.55083428248729
scaffold383	107276	107332	3	scaffold383	107276	107332	1.17063658126774
scaffold395	89716	89768	1	scaffold395	89716	89768	1.13983926615111
scaffold395	90196	90246	2	scaffold395	90196	90246	-1.26040368676381
scaffold395	94920	94973	2	scaffold395	94920	94973	-1.88161335990579
scaffold395	96666	96719	3	scaffold395	96666	96719	-1.33871730835016
scaffold395	100197	100247	1	scaffold395	100197	100247	1.13349165801596
scaffold399	123579	123635	2	scaffold399	123579	123635	-1.83258388505113
scaffold43208	29744	29796	1	scaffold43208	29744	29796	-1.33019843693453
scaffold43208	42063	42123	1	scaffold43208	42063	42123	1.27062208758764
scaffold43208	34569	34620	2	scaffold43208	34569	34620	-1.61631203751998
scaffold43940	74599	74649	1	scaffold43940	74599	74649	-1.17168782445171
scaffold43940	74599	74649	2	scaffold43940	74599	74649	-1.72924383489824
scaffold1160	372212	372271	1	scaffold1160	372212	372271	1.3148808293676
scaffold1160	370388	370442	3	scaffold1160	370388	370442	-1.63018200804788
scaffold1160	377879	377935	1	scaffold1160	377879	377935	-1.15595294475899
scaffold1160	385543	385600	3	scaffold1160	385543	385600	1.21968264234738
scaffold1160	385798	385853	3	scaffold1160	385798	385853	1.27984795270702
scaffold1160	386418	386474	3	scaffold1160	386418	386474	1.17648603282531
scaffold128	430652	430705	1	scaffold128	430652	430705	-1.2168614506529
scaffold128	431515	431571	1	scaffold128	431515	431571	-1.47132986479382
scaffold128	437035	437085	1	scaffold128	437035	437085	-1.26651109193305
scaffold128	436800	436850	2	scaffold128	436800	436850	-1.22027084030365
scaffold128	431023	431074	3	scaffold128	431023	431074	-1.50928730776169
scaffold128	433762	433823	3	scaffold128	433762	433823	-1.53588512196868
scaffold128	435883	435945	3	scaffold128	435883	435945	-1.23885700794626
scaffold1282	37298	37355	1	scaffold1282	37298	37355	-1.16144858212314
scaffold13	5552	5609	1	scaffold13	5552	5609	-1.26791379789556
scaffold13	6557	6620	1	scaffold13	6557	6620	1.34727606524298
scaffold13	5812	5866	2	scaffold13	5812	5866	-1.34468375814868
scaffold13	5552	5609	3	scaffold13	5552	5609	-1.20018701321302
scaffold13	14920	14977	3	scaffold13	14920	14977	-1.20433610509208
scaffold13	15065	15128	3	scaffold13	15065	15128	-1.60548514854109
scaffold1322	265596	265654	3	scaffold1322	265596	265654	-1.33382039663991
scaffold1322	267755	267813	3	scaffold1322	267755	267813	-1.22801309292865
scaffold1322	275248	275303	3	scaffold1322	275248	275303	-1.16913596472211
scaffold1322	287841	287896	2	scaffold1322	287841	287896	-1.40264270747204
scaffold1322	287071	287130	3	scaffold1322	287071	287130	1.25972906306287
scaffold1322	291978	292040	3	scaffold1322	291978	292040	-1.33075962538525
scaffold1322	295402	295456	1	scaffold1322	295402	295456	-1.26533900673619
scaffold1322	295564	295620	2	scaffold1322	295564	295620	-1.70086163979458
scaffold1322	301887	301947	2	scaffold1322	301887	301947	1.36730378306213
scaffold1322	295402	295456	3	scaffold1322	295402	295456	-1.36949968657544
scaffold1322	301887	301947	3	scaffold1322	301887	301947	2.50233107245761
