Gene	SigProbes	Scaffold	Start	End	Strand
CGI_10024086	11	scaffold801	337024	342103	-1
CGI_10012609	8	scaffold186	87308	120464	1
CGI_10011130	7	scaffold43576	80480	131391	1
CGI_10013565	7	scaffold1673	726	32015	-1
CGI_10019921	7	scaffold1788	199768	269132	1
CGI_10003625	6	scaffold1818	7577	57224	-1
CGI_10007728	5	scaffold42784	3255	31766	1
CGI_10009400	5	scaffold76	117906	157990	-1
CGI_10009840	5	scaffold43344	138526	161362	1
CGI_10009845	5	scaffold955	14285	36065	1
CGI_10009903	5	scaffold603	136441	149815	-1
CGI_10012744	5	scaffold1792	55871	125119	-1
CGI_10013566	5	scaffold1673	3560	13458	1
CGI_10014124	5	scaffold43932	228927	271310	-1
CGI_10018256	5	scaffold1737	465811	531668	-1
CGI_10023897	5	scaffold48	380506	413698	-1
CGI_10025117	5	scaffold241	702474	730345	1
CGI_10026938	5	scaffold211	249568	279739	-1
CGI_10028411	5	scaffold419	1510930	1555056	-1
CGI_10004769	4	scaffold1107	52985	81298	-1
CGI_10004826	4	scaffold178	58024	93952	-1
CGI_10005042	4	scaffold41380	71045	109079	-1
CGI_10006042	4	scaffold42030	26108	31368	1
CGI_10007209	4	scaffold42528	99418	144145	-1
CGI_10008897	4	scaffold43134	144623	189907	1
CGI_10009325	4	scaffold552	157159	180316	1
CGI_10011676	4	scaffold783	34808	63575	1
CGI_10011755	4	scaffold43686	50576	69311	-1
CGI_10012107	4	scaffold43742	60574	132442	-1
CGI_10012189	4	scaffold722	69327	109619	1
CGI_10012488	4	scaffold550	113868	123090	-1
CGI_10012919	4	scaffold223	232845	237608	-1
CGI_10014377	4	scaffold1462	239144	246171	-1
CGI_10014575	4	scaffold43954	122161	140060	1
CGI_10017506	4	scaffold853	334854	364789	-1
CGI_10019410	4	scaffold377	311971	336723	-1
CGI_10019722	4	scaffold1221	10974	25890	1
CGI_10021235	4	scaffold157	203897	229375	-1
CGI_10022348	4	scaffold1710	218176	247557	1
CGI_10022365	4	scaffold1710	442099	452636	-1
CGI_10022675	4	scaffold364	17377	81368	1
CGI_10022699	4	scaffold364	492619	513143	-1
CGI_10023142	4	scaffold58	338612	358778	-1
CGI_10023626	4	scaffold583	470956	505704	1
CGI_10024400	4	scaffold1785	794120	829410	-1
CGI_10024625	4	scaffold79	401405	405196	-1
CGI_10024970	4	scaffold448	913300	945326	-1
CGI_10026567	4	scaffold145	844430	872287	1
CGI_10028630	4	scaffold150	887983	921874	1
CGI_10003316	3	scaffold1690	9012	65265	-1
CGI_10003572	3	scaffold1852	297	24940	-1
CGI_10003936	3	scaffold40182	6136	27863	1
CGI_10004031	3	scaffold40406	13348	26893	-1
CGI_10004278	3	scaffold40606	6541	35661	1
CGI_10004725	3	scaffold41136	4469	74857	1
CGI_10005375	3	scaffold41666	36047	95418	1
CGI_10005478	3	scaffold41732	19646	62723	-1
CGI_10005811	3	scaffold41896	89048	111717	1
CGI_10006535	3	scaffold1064	42495	50571	1
CGI_10006575	3	scaffold42302	139205	149407	-1
CGI_10006635	3	scaffold281	129314	153034	1
CGI_10007171	3	scaffold1264	41236	82741	1
CGI_10007224	3	scaffold1859	1	27981	1
CGI_10007573	3	scaffold879	83884	130121	-1
CGI_10007593	3	scaffold474	106560	121682	1
CGI_10007727	3	scaffold42784	1106	16958	-1
CGI_10007930	3	scaffold42850	164442	194169	1
CGI_10007991	3	scaffold42866	42150	93731	1
CGI_10008205	3	scaffold1880	101828	108535	-1
CGI_10008422	3	scaffold718	135864	162350	-1
CGI_10008784	3	scaffold173	3608	12571	1
CGI_10009076	3	scaffold1616	55395	104736	1
CGI_10009280	3	scaffold399	738	36362	1
CGI_10009646	3	scaffold43290	173919	189001	-1
CGI_10009827	3	scaffold1476	213172	229952	1
CGI_10010360	3	scaffold683	155724	197942	1
CGI_10010676	3	scaffold1608	74219	91136	1
CGI_10011282	3	scaffold1821	71408	98029	-1
CGI_10011481	3	scaffold1551	227479	243361	1
CGI_10011979	3	scaffold43708	288174	301242	1
CGI_10012191	3	scaffold722	92301	98782	-1
CGI_10012201	3	scaffold722	213107	275814	-1
CGI_10012248	3	scaffold352	149372	181585	-1
CGI_10012779	3	scaffold98	4696	31450	1
CGI_10012864	3	scaffold1533	1485	40419	1
CGI_10013230	3	scaffold1359	5152	26363	-1
CGI_10013404	3	scaffold960	778	5704	-1
CGI_10013544	3	scaffold1865	222891	260212	-1
CGI_10013594	3	scaffold458	231364	252292	-1
CGI_10013595	3	scaffold458	240665	265810	1
CGI_10014576	3	scaffold43954	139153	150832	-1
CGI_10015003	3	scaffold1232	192613	198178	-1
CGI_10015282	3	scaffold44008	36940	63806	-1
CGI_10015407	3	scaffold616	349715	381796	1
CGI_10015580	3	scaffold44006	227355	241371	-1
CGI_10015626	3	scaffold963	413831	422253	1
CGI_10016209	3	scaffold588	26826	75048	1
CGI_10016263	3	scaffold614	190646	225639	1
CGI_10016450	3	scaffold756	29445	40545	1
CGI_10016755	3	scaffold44064	103624	120677	1
CGI_10016806	3	scaffold556	272202	381485	-1
CGI_10016861	3	scaffold1579	189590	199075	1
CGI_10016862	3	scaffold1579	191295	214199	-1
CGI_10017073	3	scaffold747	312529	328721	1
CGI_10017507	3	scaffold853	350214	358565	1
CGI_10017830	3	scaffold1077	386371	414102	1
CGI_10017994	3	scaffold586	39179	81136	-1
CGI_10018297	3	scaffold267	150838	170540	-1
CGI_10018346	3	scaffold514	67103	123805	-1
CGI_10018425	3	scaffold1352	399458	408667	1
CGI_10018619	3	scaffold163	216699	234188	1
CGI_10018675	3	scaffold189	162558	221166	-1
CGI_10018703	3	scaffold368	199026	213347	1
CGI_10018842	3	scaffold547	79145	147153	1
CGI_10019110	3	scaffold305	11482	31055	-1
CGI_10019313	3	scaffold363	547430	558852	-1
CGI_10019387	3	scaffold1698	433576	474169	-1
CGI_10019459	3	scaffold445	591368	601001	1
CGI_10019573	3	scaffold1794	118730	133640	-1
CGI_10019692	3	scaffold1031	46020	65221	1
CGI_10020285	3	scaffold535	202645	210712	-1
CGI_10020330	3	scaffold522	391624	405679	1
CGI_10020838	3	scaffold1244	508938	635898	-1
CGI_10021233	3	scaffold157	142536	202006	1
CGI_10021276	3	scaffold157	618209	642076	1
CGI_10021635	3	scaffold101	135108	149241	-1
CGI_10021636	3	scaffold101	134683	153194	1
CGI_10021713	3	scaffold599	250821	273096	1
CGI_10022079	3	scaffold394	305050	351201	-1
CGI_10022123	3	scaffold109	556306	603247	-1
CGI_10022154	3	scaffold513	383447	412968	-1
CGI_10022155	3	scaffold513	401255	413272	1
CGI_10022272	3	scaffold847	306777	327988	1
CGI_10022621	3	scaffold351	668210	748966	1
CGI_10022703	3	scaffold364	539796	599969	-1
CGI_10022743	3	scaffold365	569241	589384	1
CGI_10022775	3	scaffold443	402348	432121	-1
CGI_10022944	3	scaffold169	98651	105543	1
CGI_10023001	3	scaffold348	715076	739533	-1
CGI_10023241	3	scaffold408	450995	467843	-1
CGI_10023650	3	scaffold583	823802	847792	1
CGI_10023669	3	scaffold54	235741	244207	1
CGI_10023873	3	scaffold406	780190	806574	-1
CGI_10023874	3	scaffold406	788733	806403	1
CGI_10023895	3	scaffold48	369782	386462	1
CGI_10024044	3	scaffold1741	528998	556087	1
CGI_10024047	3	scaffold1741	574954	614216	1
CGI_10024245	3	scaffold1219	53873	82081	1
CGI_10024390	3	scaffold1785	556360	575515	1
CGI_10024469	3	scaffold271	301334	322950	-1
CGI_10024622	3	scaffold79	287776	300742	1
CGI_10024652	3	scaffold79	869143	881340	-1
CGI_10024698	3	scaffold469	824216	848987	-1
CGI_10024897	3	scaffold146	345580	376561	-1
CGI_10024919	3	scaffold146	671163	749128	-1
CGI_10024971	3	scaffold448	918409	931311	1
